"","source","Timestamp","Age","Gender","Country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","comments"
"669","2",9910312-09-14,31,"Male","United Kingdom","NA","No","No","No","Never","100-500","No","Yes","Yes","No","No","Yes","Don't know","Don't know","Maybe","Yes","Some of them","No","No","No","Yes","No","NA"
"670","2",9910334-05-23 00:00:00.0625,31,"Male","India","NA","No","No","No","NA","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Yes","Yes","No","No","No","No","Don't know","No","NA"
"671","2",9931164-10-27 00:00:00.0625,31,"Female","Belgium","NA","No","No","No","NA","26-100","No","Yes","Don't know","Not sure","No","No","Yes","Very easy","Maybe","No","Some of them","Some of them","No","No","Don't know","No","NA"
"672","2",9908470-07-08,32,"Male","Canada","NA","NA","No","No","Rarely","44372","No","Yes","No","No","No","No","Don't know","Somewhat difficult","No","No","Yes","Yes","Yes","Yes","No","No","NA"
"673","2",9908471-04-27,32,"Male","United States","TN","NA","No","Yes","Sometimes","44372","No","Yes","Yes","Yes","No",NA,"Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","No","No","NA"
"674","2",9908472-01-17 23:59:59.9375,32,"Male","United Kingdom","NA","No","No","No","Never","44372","Yes","Yes","No","No","No","No","Don't know","Don't know","Yes","Yes","Some of them","Some of them","No","Maybe","No","No","NA"
"675","2",9908473-03-01,32,"Male","United States","TN","No","No","No","Never","44201","Yes","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No","NA"
"676","2",9908473-05-04,32,"Other","United States","TN","No","Yes","No","NA","44372","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","No","No","Yes","No","NA"
"677","2",9908475-05-30,32,"Male","United States","UT","No","Yes","Yes","Sometimes","26-100","Yes","Yes","No","No","No","No","Don't know","Somewhat difficult","Yes","No","Some of them","No","No","Yes","No","No","NA"
"678","2",9908477-04-25,32,"Male","United States","IL","No","No","No","NA","500-1000","No","Yes","Don't know","No","No",NA,"Don't know","Don't know","No","No","Some of them","Some of them","No","No","Don't know","No","NA"
"679","2",9908480-02-18,32,"Male","United States","WA","No","No","Yes","Sometimes","26-100","No","Yes","Yes","No","Yes","Yes","Yes","Somewhat difficult","Maybe","No","Some of them","Yes","No","Maybe","Yes","No","NA"
"680","2",9908480-08-14,32,"Male","United States","NY","No","No","No","Never","100-500","No","Yes","Yes","Yes","No",NA,"Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No","NA"
"681","2",9908481-03-02 23:59:59.9375,32,"Male","United States","OR","No","No","Yes","Rarely","100-500","No","Yes","Yes","Yes","No","Yes","Yes","Don't know","Yes","No","No","Yes","No","No","Don't know","No","NA"
"682","2",9908481-04-20 00:00:00.0625,32,"Male","United States","CA","No","No","No","Rarely","44201","Yes","Yes","No","Yes","No","No","Don't know","Very difficult","Maybe","No","Yes","Some of them","No","Yes","Don't know","No","NA"
"683","2",9908482-03-16,32,"Male","United States","CA","No","Yes","No","Never","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Very easy","No","No","Some of them","Some of them","No","Maybe","No","No","NA"
"684","2",9908483-11-10,32,"Female","United States","MA","No","No","Yes","Often","44372","Yes","Yes","Yes","Not sure","Don't know",NA,"Yes","Very easy","No","No","Yes","Yes","No","No","Yes","Yes","I am not sure about my company's healthcare because I've opted out of it and I'm covered under another policy.I currently work at a great company though in past jobs I don't think I would have felt comfortable talking about mental health at all."
"685","2",9908484-06-10,32,"Female","Germany","NA","No","No","No","Sometimes","100-500","No","Yes","No","No","No","No","Don't know","Very difficult","Yes","Yes","Some of them","No","No","No","No","Yes","Too many people even especially IT considered mental health issues as a choice or something people can freely act about. You are depressed: take vacation. You feel weird: admit it is physical (otherwise it is not serious) go and see a doctor (and if you are on sick leave too many days you will get fired). You don't feel good today: take a holiday but don't work from home. In startup there is what I call the tyranny of happiness: you have to look happy to be accepted and to be worked with. At some point playing a role can definitely make the mental health issue worse and it is also a threat to diversity :(I don't like to call mental health issues an issue but actually when it comes to company field it too often becomes an issue and this is sad because working is sometimes better than medication. It is a vicious circle: people are scared of speaking about it so they don't inform their coworkers about what mental health is for real and so coworkers are so scared on a regular basis that the people with mental health issues keep it for themselves."
"686","2",9908485-09-17 00:00:00.0625,32,"Male","United Kingdom","NA","No","Yes","Yes","Sometimes","100-500","Yes","Yes","Don't know","Not sure","No","No","Don't know","Somewhat difficult","Yes","Maybe","No","No","No","No","No","Yes","I've answered 'Yes' on remote working but 50% is the maximum time we're allowed.The branch of the company I work for doesn't offer any medical benefits. It's not as common in the UK as we have the NHS for the moment. There are international branches that may so I've answered 'Don't know'."
"687","2",9908486-08-09,32,"Female","United States","TX","No","Yes","Yes","Sometimes","44372","No","Yes","Don't know","No","No","No","No","Don't know","Yes","Maybe","Some of them","Some of them","No","Maybe","No","Yes","NA"
"688","2",9908486-08-11 00:00:00.0625,32,"Female","United States","MA","No","No","Yes","Sometimes","100-500","No","No","Yes","Yes","Don't know",NA,"Yes","Very easy","No","No","Yes","Yes","No","Yes","Yes","No","NA"
"689","2",9908488-06-03,32,"Male","United States","WA","No","No","No","Rarely","44201","Yes","Yes","No","Yes","No","No","Don't know","Very difficult","No","No","Some of them","Yes","No","Maybe","Yes","No","NA"
"690","2",9908491-07-21,32,"Male","United States","NC","No","Yes","Yes","Sometimes","44201","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Yes","Yes","No","Yes","Don't know","No","NA"
"691","2",9908494-03-11,32,"Male","United States","NV","No","No","No","NA","44372","No","Yes","No","Yes","No",NA,"Don't know","Very easy","No","No","Some of them","Yes","No","Maybe","Don't know","No","NA"
"692","2",9908494-04-13 00:00:00.0625,32,"Male","United Kingdom","NA","Yes","Yes","Yes","Sometimes","44201","Yes","Yes","Don't know","Not sure","Don't know",NA,"Don't know","Very easy","Maybe","Maybe","Yes","Some of them","Maybe","Maybe","Don't know","Yes","Some of these questions were difficult to answer as being self-employed they didn't all apply to me."
"693","2",9908494-06-10,32,"Male","United States","CO","No","No","No","Never","44372","Yes","Yes","No","No","No","No","Don't know","Very easy","No","No","Yes","Yes","No","No","Don't know","No","NA"
"694","2",9908497-09-21,32,"Male","United States","CA","No","No","No","Never","More than 1000","No","Yes","Yes","No","No",NA,"Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No","NA"
"695","2",9908499-12-08,32,"Male","United States","OR","No","No","No","Never","500-1000","No","Yes","Yes","Not sure","Don't know","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No","NA"
"696","2",9908505-11-17 23:59:59.9375,32,"Male","United States","MI","No","Yes","Yes","Rarely","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","No","No","Some of them","Yes","No","Yes","Yes","No","NA"
"697","2",9908508-09-23,32,"Female","United States","WA","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","No","Some of them","Yes","No","Maybe","Yes","No","My employer does what they can providing a wellness program and pointing it out after particularly stressful times. But the interaction between the wellness program and the medical insurance is unpleasant and finding a long-term therapist / psychiatrist covered by insurance is amazingly difficult. My current lack of active treatment is due to insurance friction more than workplace friction."
"698","2",9908509-04-12,32,"Female","United States","AL","No","No","No","Never","100-500","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No","NA"
"699","2",9908510-09-16,32,"Male","United Kingdom","NA","No","Yes","Yes","Sometimes","44372","No","Yes","No","No","No",NA,"Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No","NA"
"700","2",9908514-11-11 23:59:59.9375,32,"Male","United Kingdom","NA","No","No","No","Never","44372","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Yes","Yes","No","NA"
"701","2",9908520-04-04,32,"Male","United Kingdom","NA","No","No","No","NA","26-100","No","Yes","No","Not sure","No",NA,"Don't know","Don't know","No","No","No","Some of them","No","Maybe","Don't know","No","NA"
"702","2",9908521-04-29,32,"Male","United Kingdom","NA","No","Yes","Yes","Sometimes","44372","Yes","Yes","Yes","No","No","No","Don't know","Don't know","No","No","Yes","Yes","Maybe","Maybe","Yes","No","NA"
"703","2",9908535-01-27,32,"Male","United Kingdom","NA","No","No","No","Never","44372","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Yes","Yes","Yes","Yes","Yes","No","NA"
"704","2",9908541-05-13,32,"Male","New Zealand","NA","No","No","Yes","Sometimes","44372","No","Yes","No","No","No","No","Don't know","Very easy","No","No","Some of them","Yes","Maybe","Yes","Don't know","No","I suffer from mild depression and anxiety."
"705","2",9908545-06-12 23:59:59.9375,32,"Female","Canada","NA","No","No","Yes","Often","More than 1000","No","No","Don't know","Not sure","Don't know",NA,"Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No","NA"
"706","2",9908551-04-19,32,"Male","United States","CA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","No","No","Yes","Don't know","Somewhat easy","No","No","Yes","Some of them","Maybe","Yes","Don't know","No","NA"
"707","2",9908585-07-07,32,"Male","United States","MI","No","No","No","Sometimes","100-500","No","Yes","No","Yes","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","No","No","NA"
"708","2",9908592-10-20,32,"Male","United States","TX","No","No","Yes","Sometimes","44372","No","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No","I went through a divorce and was pretty depressed I went to therapy and my boss (one of the owners) was extremely supportive. I'm not sure I would have got through that rough time with out my co-workers and boss."
"709","2",9908616-09-06,32,"Other","Canada","NA","No","No","No","Sometimes","26-100","Yes","Yes","No","Yes","No","No","Yes","Very difficult","Yes","Maybe","Some of them","No","No","Maybe","No","Yes","NA"
"710","2",9908636-12-22,32,"Male","United States","WA","No","No","Yes","Never","500-1000","No","No","Yes","Not sure","Yes","Yes","Don't know","Very easy","Maybe","No","No","No","No","No","Yes","No","NA"
"711","2",9908638-11-13,32,"Male","Germany","NA","Yes","No","No","Never","44201","Yes","Yes","No","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No","NA"
"712","2",9908645-06-05,32,"Male","United States","CA","No","No","No","Never","More than 1000","No","Yes","Don't know","Not sure","Don't know",NA,"Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No","NA"
"713","2",9908691-09-06 23:59:59.9375,32,"Male","United Kingdom","NA","No","No","No","NA","44372","No","Yes","No","No","No","No","Don't know","Don't know","Yes","No","No","No","No","Yes","No","No","NA"
"714","2",9908691-09-08,32,"Male","United Kingdom","NA","No","No","Yes","Sometimes","26-100","No","No","Yes","Yes","No","No","Yes","Very easy","No","No","No","Yes","No","No","Yes","No","NA"
"715","2",9908692-06-17 23:59:59.9375,32,"Male","United Kingdom","NA","No","No","Yes","Rarely","100-500","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Yes","Yes","No","Maybe","No","Yes","NA"
"716","2",9908692-07-30 23:59:59.9375,32,"Male","United States","NY","Yes","No","Yes","Sometimes","44201","Yes","Yes","Don't know","Not sure","Don't know",NA,"Don't know","Very easy","No","No","Yes","Yes","Yes","Yes","Don't know","No","NA"
"717","2",9908693-07-31 23:59:59.9375,32,"Male","United States","PA","Yes","Yes","Yes","Sometimes","44201","Yes","Yes","Yes","Yes","Don't know",NA,"Don't know","Very difficult","Yes","Maybe","Some of them","No","No","No","No","No","NA"
"718","2",9908701-10-05,32,"Male","Belgium","NA","No","No","No","NA","44372","No","Yes","No","Yes","No","No","Don't know","Very difficult","Yes","Maybe","No","No","No","No","No","No","NA"
"719","2",9908703-12-24,32,"Male","Italy","NA","No","No","No","NA","44372","No","Yes","No","No","No","No","No","Somewhat difficult","Maybe","No","Some of them","No","Maybe","Maybe","No","No","Italians are somewhat behind for what concerns mental health care in the workplace.  Physical health care is very much accepted with a doctor that certifies your ailment.  Mental health is treated quite differently I believe because most people are willing to admit that physical ailments should be covered while mental ailments are almost considered non-existent in most respects."
"720","2",9908712-12-24,32,"Male","United Kingdom","NA","No","No","No","NA","More than 1000","No","No","Don't know","Not sure","No",NA,"Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Yes","Don't know","No","NA"
"721","2",9908713-09-17,32,"Other","United Kingdom","NA","No","No","Yes","Sometimes","More than 1000","No","No","Don't know","No","Yes","Yes","Don't know","Don't know","No","No","Yes","Some of them","Yes","Yes","Yes","Yes","NA"
"722","2",9908718-09-28 23:59:59.9375,32,"Male","United Kingdom","NA","Yes","Yes","No","NA","44201","No","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","No","Yes","No","Maybe","No","No","NA"
"723","2",9908726-03-22,32,"Female","United States","CA","No","Yes","Yes","Often","100-500","No","Yes","Yes","No","No",NA,"Don't know","Don't know","Yes","No","Some of them","Yes","No","No","Don't know","No","NA"
"724","2",9908729-09-22,32,"Male","United Kingdom","NA","No","No","No","NA","26-100","No","Yes","Don't know","Not sure","No",NA,"Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No","NA"
"725","2",9908761-10-11,32,"Male","United Kingdom","NA","No","Yes","Yes","Rarely","44372","No","No","No","No","No","No","No","Don't know","Yes","Maybe","Some of them","No","No","No","No","No","NA"
"726","2",9908761-10-23,32,"Male","United Kingdom","NA","No","Yes","Yes","Rarely","44372","No","No","No","No","No","No","No","Don't know","Yes","Maybe","Some of them","No","No","No","No","No","NA"
"727","2",9908762-12-25,32,"Male","Germany","NA","Yes","No","No","Sometimes","44201","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Some of them","Some of them","Maybe","Maybe","No","No","NA"
"728","2",9908763-05-20,32,"Female","United Kingdom","NA","No","Yes","Yes","Sometimes","100-500","No","Yes","Don't know","No","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Some of them","No","Yes","Don't know","Yes","NA"
"729","2",9908766-12-30,32,"Male","United States","TN","Yes","Yes","Yes","Rarely","44201","Yes","Yes","No","Yes","No","No","Don't know","Very difficult","Yes","No","Some of them","No","No","Maybe","Don't know","No","NA"
"730","2",9908816-05-21,32,"Male","United States","WA","No","No","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","No","Some of them","Some of them","No","No","Don't know","No","NA"
"731","2",9908823-03-06 00:00:00.0625,32,"Male","United States","WA","No","Yes","No","Sometimes","100-500","No","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Yes","No","Some of them","No","No","No","Don't know","No","NA"
"732","2",9908878-06-26 23:59:59.9375,32,"Male","United Kingdom","NA","No","No","No","NA","44372","No","Yes","Don't know","No","No","No","Don't know","Very easy","No","No","No","Yes","No","Maybe","No","No","NA"
"733","2",9908922-12-05 23:59:59.9375,32,"Male","United Kingdom","NA","No","No","No","Rarely","500-1000","No","Yes","No","No","No","No","Don't know","Don't know","Yes","No","No","No","No","No","Don't know","No","NA"
"734","2",9908930-11-20,32,"Male","United States","TN","No","No","No","Never","44372","No","Yes","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","No","No","Yes","Yes","No","Maybe","Yes","No","NA"
"735","2",9908931-02-17,32,"Male","United Kingdom","NA","No","No","No","NA","44372","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","No","No","No","Maybe","Don't know","No","NA"
"736","2",9908979-12-01 23:59:59.9375,32,"Male","Netherlands","NA","Yes","No","Yes","Sometimes","44201","No","Yes","No","No","No","No","Yes","Very difficult","Maybe","No","Some of them","Yes","No","Maybe","No","No","NA"
"737","2",9908993-02-01 23:59:59.9375,32,"Male","United Kingdom","NA","No","Yes","Yes","Sometimes","44201","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","No","No","NA"
"738","2",9908998-07-23,32,"Male","United States","IN","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes",NA,"Yes","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No","NA"
"739","2",9909003-09-05,32,"Male","United States","TN","No","Yes","Yes","Often","100-500","No","Yes","No","Yes","No","No","Don't know","Very difficult","Yes","No","Yes","Yes","No","Yes","No","No","NA"
"740","2",9909249-01-21,32,"Male","United Kingdom","NA","Yes","No","Yes","Rarely","44201","No","Yes","No","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","Yes","No","Yes","NA"
"741","2",9909455-02-07,32,"Male","United Kingdom","NA","No","No","No","NA","26-100","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","Yes","NA"
"742","2",9909766-06-27,32,"Male","United States","NC","No","No","No","Rarely","44372","No","Yes","Yes","Not sure","No",NA,"Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No","NA"
"743","2",9909808-05-24,32,"Male","United States","CA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat difficult","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","Yes","NA"
"744","2",9909907-09-25,32,"Male","Canada","NA","Yes","No","No","Never","44372","Yes","Yes","Don't know","Not sure","No","No","Don't know","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No","NA"
"745","2",9910626-10-18,32,"Male","United States","CA","No","Yes","No","Sometimes","More than 1000","No","Yes","Yes","No","Yes",NA,"Don't know","Don't know","Maybe","No","Yes","Yes","No","No","Don't know","No","NA"
"746","2",9911407-12-14,32,"Female","United States","PA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No",NA,"Don't know","Don't know","Maybe","No","Some of them","No","No","No","No","No","NA"
"747","2",9915664-12-30,32,"Other","United States","NY","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","Maybe","Some of them","No","No","No","No","No","NA"
"748","2",9908470-10-14,33,"Male","United States","TN","NA","Yes","No","Sometimes","44372","No","Yes","Yes","Not sure","No",NA,"Don't know","Don't know","No","No","Yes","Yes","No","Maybe","Don't know","No","NA"
"749","2",9908471-09-05 00:00:00.0625,33,"Male","United States","CA","No","Yes","Yes","Rarely","26-100","No","Yes","Yes","Not sure","Don't know","Yes","Yes","Don't know","No","No","Yes","Yes","No","Yes","Don't know","No","Relatively new job. Ask again later"
"750","2",9908471-10-10 00:00:00.0625,33,"Male","United States","TN","No","No","No","NA","44201","No","Yes","Don't know","Not sure","No",NA,"Don't know","Don't know","Maybe","Maybe","Some of them","No","No","No","Don't know","No","NA"
"751","2",9908473-02-10,33,"Male","United States","UT","No","No","No","NA","100-500","Yes","Yes","Don't know","Not sure","Don't know",NA,"Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No","NA"
"752","2",9908474-11-28 23:59:59.9375,33,"Male","United States","CA","No","No","No","Never","More than 1000","No","Yes","Don't know","Not sure","Yes",NA,"Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Yes","No","NA"
"753","2",9908476-05-06 00:00:00.0625,33,"Male","United States","CA","No","Yes","No","Never","More than 1000","No","Yes","No","No","No","No","Don't know","Don't know","Yes","No","No","No","No","Maybe","No","No","NA"
"754","2",9908478-06-14,33,"Other","United States","AZ","No","No","Yes","Sometimes","44372","No","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","No","No","Maybe","No","No","NA"
"755","2",9908478-10-20,33,"Male","United States","WI","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No","NA"
"756","2",9908480-12-21,33,"Male","United States","MN","No","Yes","Yes","Sometimes","44372","Yes","Yes","Don't know","No","Don't know",NA,"Yes","Very easy","No","No","Yes","Yes","No","Maybe","Yes","No","NA"
"757","2",9908481-03-25,33,"Male","United States","IL","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","No","Don't know","Very easy","Maybe","No","Yes","Some of them","No","Yes","No","No","NA"
"758","2",9908483-01-20 00:00:00.0625,33,"Female","United States","WA","Yes","Yes","Yes","Sometimes","44201","No","Yes","No","Yes","Yes","Yes","Yes","Very difficult","No","No","Some of them","Yes","No","Yes","Yes","No","Many of these questions become irrelevant once 'Yes' is selected for 'Are you self-employed'.  It would be preferable for there to be a 'Not Relevant' option on these."
"759","2",9908483-12-19,33,"Male","United States","TX","No","No","No","NA","44372","Yes","Yes","Don't know","No","No","No","Don't know","Very easy","No","No","Yes","Yes","No","Maybe","Don't know","No","A close family member of mine struggles with mental health so I try not to stigmatize it. My employers/coworkers also seem compassionate toward any kind of health or family needs."
"760","2",9908487-06-08 00:00:00.0625,33,"Male","United Kingdom","NA","No","No","No","NA","26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Yes","Yes","Yes","Yes","Don't know","No","NA"
"761","2",9908490-09-25 00:00:00.0625,33,"Male","United States","CA","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No","NA"
"762","2",9908495-06-08,33,"Male","Canada","NA","No","No","No","NA","100-500","No","Yes","Yes","No","Yes","Yes","Yes","Don't know","No","No","Some of them","Yes","No","No","Don't know","No","NA"
"763","2",9908498-04-12,33,"Male","United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","No","Yes","Yes","Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No","NA"
"764","2",9908500-07-09 00:00:00.0625,33,"Male","Germany","NA","Yes","Yes","Yes","Rarely","44201","No","No","No","No","No","No","Don't know","Somewhat difficult","Yes","Yes","No","No","Maybe","No","Yes","Yes","NA"
"765","2",9908501-08-18,33,"Female","United States","WA","No","Yes","No","Sometimes","26-100","Yes","Yes","No","Yes","No","No","Don't know","Very difficult","Yes","Maybe","Some of them","Some of them","No","Maybe","No","No","NA"
"766","2",9908501-12-25,33,"Male","United Kingdom","NA","No","No","No","Rarely","44201","Yes","Yes","Don't know","No","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","No","No","NA"
"767","2",9908504-02-20,33,"Male","United States","IN","No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No","NA"
"768","2",9908505-01-21,33,"Other","United States","WA","No","No","No","NA","44372","No","Yes","No","No","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Some of them","No","No","Don't know","No","NA"
"769","2",9908509-01-29,33,"Female","Sweden","NA","No","Yes","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","No","Yes","Yes","Don't know","Maybe","No","Some of them","No","No","Yes","Don't know","No","NA"
"770","2",9908509-08-06 23:59:59.9375,33,"Male","United States","NH","No","Yes","Yes","Never","26-100","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Yes","Maybe","Yes","Some of them","No","No","Yes","No","NA"
"771","2",9908509-08-08,33,"Male","United States","CA","No","No","No","NA","More than 1000","Yes","Yes","Don't know","No","Don't know",NA,"Don't know","Don't know","Yes","No","Some of them","No","No","Maybe","Yes","No","NA"
"772","2",9908509-10-31,33,"Male","United States","OH","No","Yes","Yes","Often","More than 1000","Yes","Yes","Yes","Yes","No","No","Don't know","Somewhat easy","Yes","No","No","No","No","No","No","No","NA"
"773","2",9908511-05-18,33,"Male","United States","MS","Yes","No","Yes","Often","44201","Yes","Yes","No","No","No","No","Yes","Somewhat easy","Yes","Maybe","Some of them","Some of them","Yes","Yes","Don't know","No","NA"
"774","2",9908512-05-05,33,"Female","United States","MA","No","No","No","NA","100-500","Yes","Yes","Yes","No","Don't know","No","Don't know","Don't know","No","No","Some of them","Yes","No","No","Yes","No","NA"
"775","2",9908515-03-10 00:00:00.0625,33,"Female","United States","CA","No","No","No","Never","500-1000","No","Yes","Yes","Not sure","Yes","Yes","Don't know","Very easy","Maybe","No","Some of them","Yes","No","No","Yes","No","I currently have the best managers I've ever worked with. I don't have any issues but one of my coworkers recently did and it was handled extremely well."
"776","2",9908518-07-08,33,"Male","Italy","NA","No","No","No","Never","44372","No","No","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","No","No","NA"
"777","2",9908521-12-19,33,"Female","United States","NY","No","No","Yes","Sometimes","500-1000","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Very easy","No","No","Some of them","Some of them","No","No","Don't know","No","NA"
"778","2",9908526-04-25,33,"Male","Germany","NA","No","No","Yes","Sometimes","44372","No","Yes","Yes","Yes","No","No","Yes","Very easy","Yes","Yes","Some of them","Some of them","No","Maybe","No","No","NA"
"779","2",9908546-09-04 23:59:59.9375,33,"Male","United States","NY","No","No","No","NA","26-100","No","Yes","Don't know","No","Don't know",NA,"Don't know","Don't know","Yes","No","Some of them","No","No","Maybe","Don't know","No","I'm afraid I haven't seen mental health issues arise at work yet. They are very accommodating with maternity leave but I don't know how that translates to anything else."
"780","2",9908548-12-27,33,"Male","Australia","NA","No","No","No","Never","More than 1000","No","Yes","Don't know","Not sure","Don't know",NA,"Yes","Very easy","No","No","Some of them","Yes","Maybe","Yes","Yes","No","NA"
"781","2",9908563-07-05,33,"Male","United States","MI","No","Yes","No","Sometimes","44372","Yes","Yes","Don't know","Not sure","No","No","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No","NA"
"782","2",9908580-01-22 23:59:59.9375,33,"Male","United States","WI","No","Yes","Yes","Sometimes","100-500","No","No","Yes","Not sure","No","No","Yes","Somewhat difficult","Yes","Yes","No","No","No","No","No","No","NA"
"783","2",9908679-11-03,33,"Male","Bulgaria","NA","No","No","Yes","Rarely","26-100","Yes","Yes","No","No","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","Yes","NA"
"784","2",9908689-02-28,33,"Female","United States","NC","No","Yes","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No","NA"
"785","2",9908691-11-28,33,"Male","United States","WA","Yes","Yes","Yes","Rarely","44201","Yes","Yes","No","Yes","Yes","Yes","No","Very difficult","No","No","Yes","Yes","No","No","Yes","Yes","NA"
"786","2",9908694-08-03,33,"Male","United Kingdom","NA","No","No","No","NA","44372","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No","NA"
"787","2",9908695-05-20,33,"Male","United States","WY","No","Yes","Yes","Sometimes","44201","No","No","No","Yes","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No","NA"
"788","2",9908699-04-04,33,"Male","United Kingdom","NA","Yes","No","No","Never","100-500","No","No","No","Not sure","No","No","Don't know","Very easy","No","No","Yes","Some of them","No","Yes","No","No","NA"
"789","2",9908700-02-01,33,"Male","United Kingdom","NA","No","No","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No","NA"
"790","2",9908705-05-29,33,"Male","Norway","NA","No","Yes","No","NA","26-100","No","Yes","Yes","Yes","No","No","Don't know","Very easy","No","No","Some of them","Yes","No","No","Don't know","No","NA"
